fixture_id,stage,kickoff_utc,home,away,label,lambda_home,lambda_away,rho,p_home,p_draw,p_away,p_over_2_5,p_btts,top_scores,training_matches,ranking_publication_utc,generated_as_of_utc
400021540,Semi-final,2026-07-15T19:00:00Z,England,Argentina,experimental,1.3753804342077234,1.5985009740143616,-0.06710753962538833,0.3220128911609483,0.25764791280572935,0.42033919603332204,0.5709323269620366,0.603701477542402,"[{""score"": ""1-1"", ""probability"": 0.11989586205000244}, {""score"": ""1-2"", ""probability"": 0.08980053328762959}, {""score"": ""2-1"", ""probability"": 0.07726607519984874}, {""score"": ""0-1"", ""probability"": 0.07415087270047807}, {""score"": ""0-2"", ""probability"": 0.06529141396384518}]",101,2026-06-11T10:00:00Z,2026-07-15T14:14:34Z
